Your Input	WormBase Gene ID	Public Name	Sequence Name	Other Name	RNAi Phenotype Observed	Allele Phenotype Observed	Concise Description	Automated Description	Reference
ceh-2	WBGene00000429	ceh-2	C27A12.5	CELE_C27A12.5	N.A.	N.A.	ceh-2 encodes a homeodomain protein homologous to Drosophila empty spiracles (EMS) and the vertebrate EMX1 and EMX2 proteins (OMIM:600034, 600035)\; although the exact biological role of CEH-2 in C. elegans development and\/or behavior is not yet known, expression in pharyngeal neurons and muscle, as well as vulval cells (vulB1, vulB2, and vulC) at late stages of development suggests that CEH-2 may play a role in terminal differentiation events in diverse cell types.	Is predicted to have DNA binding activity. Localizes to nucleus. Is expressed in neurons\; pharynx\; somatic nervous system\; and vulva. Is an ortholog of human EMX1 (empty spiracles homeobox 1).	WBPaper00001190|pmid2571091, WBPaper00001389|pmid1999292, WBPaper00005973|pmid12810585, WBPaper00013312|pmid14516686, WBPaper00025135|pmid15749820, WBPaper00029327|pmid17465684, WBPaper00031067|pmid17916347, WBPaper00034710|pmid19589887, WBPaper00038491|pmid21647448, WBPaper00055090|pmid30120140
C05E11.7	WBGene00015496	C05E11.7	C05E11.7	CELE_C05E11.7	N.A.	N.A.	N.A.	Is enriched in NSM based on tiling array studies. Is affected by several genes including daf-16\; skn-1\; and rrf-3 based on tiling array\; microarray\; and RNA-seq studies. Is affected by thirteen chemicals including aldicarb\; Zidovudine\; and Psoralens based on microarray and RNA-seq studies.	N.A.
igcm-1	WBGene00018215	igcm-1	F39H12.4	CELE_F39H12.4	N.A.	N.A.	igcm-1 encodes a protein containing immunoglobulin and fibronectin repeats\; igcm-1 promoter::gfp fusions are expressed in the labial neurons, including the sheath and socket cells, as well as in the pharynx and lateral hypodermis.	Is expressed in several structures, including interfacial epithelial cell\; intestine\; labial sensillum\; neurons\; and pharynx. Is predicted to encode a protein with the following domains: CD80-like C2-set immunoglobulin domain\; Fibronectin type III domain\; Immunoglobulin domain\; Immunoglobulin V-set domain\; Immunoglobulin I-set domain\; Immunoglobulin subtype 2\; Immunoglobulin subtype\; Fibronectin type III\; Immunoglobulin I-set\; Immunoglobulin V-set domain\; CD80-like, immunoglobulin C2-set\; Immunoglobulin-like fold\; Fibronectin type III superfamily\; and Immunoglobulin-like domain superfamily.	WBPaper00036330|pmid20515680, WBPaper00038491|pmid21647448, WBPaper00055090|pmid30120140
F49E10.2	WBGene00018640	F49E10.2	F49E10.2	CELE_F49E10.2	reduced brood size	N.A.	N.A.	Is predicted to have metal ion binding activity and oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen.	N.A.
nep-16	WBGene00018472	nep-16	F45E4.7	CELE_F45E4.7	protruding vulva, sterile	N.A.	N.A.	Is predicted to have metalloendopeptidase activity.	N.A.
R57.2	WBGene00020083	R57.2	R57.2	CELE_R57.2	N.A.	N.A.	N.A.	Is enriched in hypodermis and intestine based on tiling array and RNA-seq studies. Is affected by several genes including daf-2\; rrf-3\; and eat-2 based on microarray\; tiling array\; and RNA-seq studies. Is affected by sixteen chemicals including methylmercury hydroxide\; 1-methylnicotinamide\; and manganese chloride based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: DB module and Domain of unknown function DB.	N.A.
Y38A10A.2	WBGene00021389	Y38A10A.2	Y38A10A.2	CELE_Y38A10A.2	larval arrest, larval lethal	N.A.	N.A.	Is enriched in AFD\; germline precursor cell\; hypodermis\; mechanosensory neurons\; and somatic gonad precursor based on microarray\; tiling array\; and RNA-seq studies. Is affected by several genes including daf-16\; daf-2\; and rrf-3 based on microarray\; tiling array\; and RNA-seq studies. Is affected by twenty chemicals including Ethanol\; tryptophan\; and methylmercury hydroxide based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Protein of unknown function (DUF229) and Protein of unknown function DUF229.	N.A.
C17E7.13	WBGene00015906	C17E7.13	C17E7.13	CELE_C17E7.13	N.A.	N.A.	N.A.	Is enriched in ASER and intestine based on tiling array and RNA-seq studies. Is affected by several genes including daf-16\; rrf-3\; and daf-12 based on tiling array\; microarray\; and RNA-seq studies. Is affected by twelve chemicals including methylmercuric chloride\; multi-walled carbon nanotube\; and sesamin based on microarray and RNA-seq studies.	N.A.
C28C12.4	WBGene00016180	C28C12.4	C28C12.4	CELE_C28C12.4	embryonic lethal	N.A.	N.A.	Is expressed in pharyngeal muscle cell and tail neurons. Is predicted to encode a protein with the following domains: Domain of unknown function DUF148 and Domain of unknown function DUF148.	N.A.
ZK1290.11	WBGene00022892	ZK1290.11	ZK1290.11	CELE_ZK1290.11	N.A.	N.A.	N.A.	Is enriched in body wall musculature\; male-specific anatomical entity\; and in male based on RNA-seq and microarray studies. Is affected by several genes including rrf-3\; eat-2\; and sma-2 based on tiling array\; microarray\; and RNA-seq studies. Is affected by eight chemicals including Alovudine\; stavudine\; and Zidovudine based on RNA-seq and microarray studies.	N.A.
K04G2.12	WBGene00077768	K04G2.12	K04G2.12	CELE_K04G2.12	N.A.	N.A.	N.A.	Is affected by several genes including daf-16\; daf-2\; and daf-12 based on microarray and RNA-seq studies. Is affected by stavudine based on RNA-seq studies.	N.A.
ZK688.4	WBGene00022799	ZK688.4	ZK688.4	CELE_ZK688.4	N.A.	N.A.	N.A.	Is affected by several genes including daf-12\; eat-2\; and sir-2.1 based on tiling array\; RNA-seq\; and microarray studies. Is affected by eight chemicals including metformin\; Sirolimus\; and resveratrol based on RNA-seq and microarray studies.	N.A.
M02G9.1	WBGene00010830	M02G9.1	M02G9.1	CELE_M02G9.1	dauer constitutive, dumpy, larval arrest, maternal sterile, nicotine hypersensitive, reduced brood size, sterile	N.A.	N.A.	Is enriched in GABAergic neurons and intestine based on microarray and RNA-seq studies. Is affected by several genes including daf-16\; daf-2\; and skn-1 based on microarray and RNA-seq studies. Is affected by fifteen chemicals including 1-methylnicotinamide\; multi-walled carbon nanotube\; and D-glucose based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domain: .	N.A.
Y54F10AM.6	WBGene00021850	Y54F10AM.6	Y54F10AM.6	CELE_Y54F10AM.6	N.A.	N.A.	N.A.	Is enriched in AFD\; OLL\; PVD\; hypodermis\; and intestine based on tiling array and RNA-seq studies. Is affected by several genes including daf-2\; rrf-3\; and dpy-10 based on microarray and RNA-seq studies. Is affected by seventeen chemicals including Heme\; methylmercury hydroxide\; and rotenone based on microarray and RNA-seq studies. Is predicted to encode a protein with the following domain: Uncharacterized protein T19C3.2-like.	N.A.
F35D2.6	WBGene00194916	F35D2.6	F35D2.6	CELE_F35D2.6	N.A.	N.A.	N.A.	Is affected by several genes including rrf-3\; eat-2\; and pmk-1 based on RNA-seq and microarray studies. Is affected by six chemicals including methylmercury hydroxide\; stavudine\; and Zidovudine based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domain: .	N.A.
lon-3	WBGene00003057	lon-3	ZK836.1	CELE_ZK836.1	long	alae morphology variant, annulae morphology variant, long, pattern of transgene expression variant	N.A.	Is predicted to be a structural constituent of collagen and cuticulin-based cuticle. Is involved in body morphogenesis and regulation of growth. Localizes to annuli extracellular matrix. Is expressed in several structures, including cuticle\; hyp7\; hyp7\; hyp7\; and hypodermal cell.	WBPaper00001730|pmid8506273, WBPaper00005272|pmid12019225, WBPaper00005680|pmid12524338, WBPaper00005747|pmid12619137, WBPaper00005774|pmid12571101, WBPaper00006346|pmid14627718, WBPaper00029198|pmid17374156, WBPaper00038491|pmid21647448, WBPaper00055090|pmid30120140, WBPaper00059172|pmid N.A.
dyf-18	WBGene00010349	dyf-18	H01G02.2	CELE_H01G02.2	N.A.	amphid phasmid neuron morphology variant, cilia length increased, cilia morphology variant, dye filling defect, intraflagellar transport defective, osmotic avoidance defective, protein subcellular localization variant	N.A.	Is predicted to have ATP binding activity and protein kinase activity. Is expressed in amphid neurons\; head\; inner labial neurons\; outer labial neurons\; and phasmid neurons. Is an ortholog of human CDK20 (cyclin dependent kinase 20)\; CDKL2 (cyclin dependent kinase like 2)\; and CDKL3 (cyclin dependent kinase like 3).	WBPaper00026601|pmid15916950, WBPaper00038491|pmid21647448, WBPaper00039866|pmid21740898, WBPaper00040183|pmid21908398, WBPaper00054177|pmid29655266, WBPaper00055090|pmid30120140, WBPaper00056552|pmid30955935
F43D9.1	WBGene00009653	F43D9.1	F43D9.1	CELE_F43D9.1	dumpy, embryonic lethal, larval arrest, reduced brood size	N.A.	N.A.	Localizes to centrosome. Is expressed in head neurons\; interneuron\; and muscle cell.	WBPaper00004698|pmid11335932
abu-11	WBGene00000034	abu-11	T01D1.6	pqn-61, CELE_T01D1.6	pathogen infected pharynx increase, pathogen susceptibility increased, shortened life span, thermotolerance reduced	N.A.	abu-11 encodes a transmembrane protein with a predicted signal sequence, a glutamine\/asparagine-rich domain and multiple cysteine-rich repeats (DUF139)\; abu-11 expression is induced by blockage of the unfolded-protein response in the endoplasmic reticulum, and ABU-11 may help protect the organism from damage by improperly folded nascent protein.	Is involved in endoplasmic reticulum unfolded protein response.	WBPaper00026601|pmid15916950, WBPaper00026929|pmid16256736, WBPaper00032003|pmid18606143, WBPaper00040821|pmid22372763, WBPaper00045960|pmid25361578
bro-1	WBGene00000272	bro-1	F56A3.5	CELE_F56A3.5	N.A.	phasmid neuron dye filling defect	bro-1 encodes an ortholog of human CBFB (OMIM:121360, mutated in acute myeloid leukemia and CBFB haploinsufficiency) and Drosophila BRO\/BGB\; BRO-1 is required for the normal proliferation and differentiation of seam cells, alae, and male tail rays\; bro-1 mutants exhibit defective seam cell division and differentiation, and males exhibit ray loss\; conversely, transgenic overexpression of BRO-1 induces excess seam cell divisions at least somewhat independently of RNT-1\; coexpression of both BRO-1 and RNT-1 induces full seam cell hyperplasia\; rnt-1 transcription is abnormally high in bro-1 mutant larvae\; BRO-1 is also required for normal structural integrity of the vulva, with bro-1 mutants showing ruptured vulvae\; BRO-1 is expressed in both cytoplasm and nuclei of hypodermal seam cells (from bean-stage embryos onward), muscle cells, the uterine seam (utse) cell in late L4 larvae, some pharyngeal neurons, and male ray precursor cells, and transgenic expression of BRO-1 in seam cells alone rescues the bro-1(bp133) mutation\; seam cell phenotypes of bro-1 mutants are partly suppressed by inactivation of LIN-35, FZR-1, and CKI-1, all of which inhibit progression from G1 to S phase of the cell cycle\; the structural similarity of BRO-1 to CBFbeta has been confirmed by circular dichroism\; BRO-1 is bound in vitro by the RUNT domains (RDs) of either RNT-1 or its human ortholog RUNX1\; although BRO-1 does not itself bind DNA, it does bind to a complex of DNA with RNT-1's RD, and enhances both the strength and the specificity of RNT-1's DNA binding when it does so\; BRO-1 is genetically redundant with UNC-37 and SOP-1 in specifying seam cell fate, and BRO-1's ligand RNT-1 binds UNC-37 in vitro\; bro-1(bp133) and sop-1(RNAi) also show synthetic lethality.	Is predicted to have transcription coactivator activity. Is involved in nematode male tail tip morphogenesis and stem cell population maintenance. Localizes to nucleus. Is expressed in hypodermis\; muscle cell\; pharyngeal neurons\; ray precursor cell\; and uterine seam cell. Human ortholog(s) of this gene are implicated in acute myeloid leukemia. Is an ortholog of human CBFB (core-binding factor subunit beta).	WBPaper00028979|pmid17206850, WBPaper00030954|pmid17706957, WBPaper00031094|pmid17933794, WBPaper00031355|pmid18158917, WBPaper00040066|pmid21829390, WBPaper00056732|pmid31083672
C11H1.5	WBGene00007530	C11H1.5	C11H1.5	CELE_C11H1.5	N.A.	N.A.	N.A.	Is affected by several genes including daf-16\; daf-2\; and rrf-3 based on microarray\; tiling array\; and RNA-seq studies. Is affected by fifteen chemicals including methylmercury hydroxide\; 1-methylnicotinamide\; and nicotinic acid based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Thrombospondin type-1 (TSP1) repeat and Thrombospondin type-1 (TSP1) repeat superfamily.	N.A.
nas-15	WBGene00003534	nas-15	T04G9.2	CELE_T04G9.2	N.A.	N.A.	nas-15 encodes an astacin-like metalloprotease.	Is predicted to have metalloendopeptidase activity and zinc ion binding activity. Is expressed in marginal cell\; pm3\; pm4\; pm5\; and pm6. Is an ortholog of human ASTL (astacin like metalloendopeptidase).	WBPaper00006254|pmid14653817, WBPaper00024242|pmid15255192, WBPaper00055090|pmid30120140
T23F6.5	WBGene00011952	T23F6.5	T23F6.5	CELE_T23F6.5	N.A.	N.A.	N.A.	Is enriched in hypodermis\; mechanosensory neurons\; and somatic gonad precursor based on microarray\; tiling array\; and RNA-seq studies. Is affected by several genes including daf-2\; rrf-3\; and eat-2 based on RNA-seq and microarray studies. Is affected by twelve chemicals including methylmercury hydroxide\; methylmercuric chloride\; and manganese chloride based on RNA-seq and microarray studies.	N.A.
gpa-11	WBGene00001673	gpa-11	C16A11.1	CELE_C16A11.1	N.A.	amplitude of sinusoidal movement increased, backward locomotion variant, backward point velocity increased, body posture amplitude variant, body posture wavelength increased, coiling frequency increased, fat, forward locomotion increased, forward point velocity increased, frequency of body bend variant, head bend angle increased, long, nose movement variant, path curvature decreased, pausing decreased, roaming increased, tail bend angle variant, turning frequency variant	gpa-11 encodes a member of the G protein alpha subunit family of heterotrimeric GTPases\; it is expressed in ADL and ASH amphid neurons.	Is predicted to have GTPase activity. Is involved in determination of adult lifespan and serotonin receptor signaling pathway. Is expressed in ADLL\; ADLR\; ASHL\; and ASHR. Human ortholog(s) of this gene are implicated in early infantile epileptic encephalopathy 17. Is an ortholog of human GNAZ (G protein subunit alpha z).	WBPaper00002880|pmid9288111, WBPaper00003465|pmid10192394, WBPaper00006103|pmid14504222, WBPaper00006194|pmid18629017, WBPaper00024504|pmid15492222, WBPaper00024990|pmid15577941, WBPaper00028950|pmid17187771, WBPaper00031303|pmid18057198, WBPaper00031936|pmid18524955, WBPaper00035128|pmid19686212, WBPaper00040879|pmid22415830, WBPaper00043908|pmid23852451, WBPaper00045584|pmid25064737, WBPaper00056744|pmid N.A.
