C51E3.7a	IPR000209	Peptidase S8/S53 domain
C51E3.7a	IPR002884	P domain
C51E3.7a	IPR008979	Galactose-binding-like domain superfamily
C51E3.7a	IPR015500	Peptidase S8, subtilisin-related
C51E3.7a	IPR022398	Peptidase S8, subtilisin, His-active site
C51E3.7a	IPR023827	Peptidase S8, subtilisin, Asp-active site
C51E3.7a	IPR023828	Peptidase S8, subtilisin, Ser-active site
C51E3.7a	IPR032815	Peptidase S8, pro-domain
C51E3.7a	IPR034182	Kexin/furin catalytic domain
C51E3.7a	IPR036852	Peptidase S8/S53 domain superfamily
C51E3.7a	IPR038466	Peptidase S8, pro-domain superfamily
C51E3.9a	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
C51F7.1	IPR000299	FERM domain
C51F7.1	IPR011993	PH-like domain superfamily
C51F7.1	IPR018979	FERM, N-terminal
C51F7.1	IPR018980	FERM, C-terminal PH-like domain
C51F7.1	IPR019748	FERM central domain
C51F7.1	IPR019749	Band 4.1 domain
C51F7.1	IPR029071	Ubiquitin-like domain superfamily
C51F7.1	IPR035963	FERM superfamily, second domain
C51F7.1	IPR041781	FERM domain-containing protein 6, FERM domain C-lobe
C51F7.1	IPR047145	FERM domain-containing protein 6-like
C51F7.2	IPR000609	7TM GPCR, serpentine receptor class g (Srg)
C52A10.1	IPR002018	Carboxylesterase, type B
C52A10.1	IPR019826	Carboxylesterase type B, active site
C52A10.1	IPR029058	Alpha/Beta hydrolase fold
C52A10.1	IPR043187	Esterase CM06B1-like
C52A10.2	IPR002018	Carboxylesterase, type B
C52A10.2	IPR019826	Carboxylesterase type B, active site
C52A10.2	IPR029058	Alpha/Beta hydrolase fold
C52A10.2	IPR043187	Esterase CM06B1-like
C52A10.3	IPR001810	F-box domain
C52A10.3	IPR012885	F-box associated domain, type 2
C52A11.2	IPR009050	Globin-like superfamily
C52A11.2	IPR012292	Globin/Protoglobin
C52A11.2	IPR044399	Myoglobin-like, M family globin domain
C52A11.3	IPR001478	PDZ domain
C52A11.3	IPR036034	PDZ superfamily
C52A11.4d	IPR001478	PDZ domain
C52A11.4d	IPR036034	PDZ superfamily
C52B11.2	IPR000210	BTB/POZ domain
C52B11.2	IPR003131	Potassium channel tetramerisation-type BTB domain
C52B11.2	IPR011333	SKP1/BTB/POZ domain superfamily
C52B11.3	IPR000276	G protein-coupled receptor, rhodopsin-like
C52B11.3	IPR017452	GPCR, rhodopsin-like, 7TM
C52B11.5	IPR001806	Small GTPase
C52B11.5	IPR005225	Small GTP-binding protein domain
C52B11.5	IPR027417	P-loop containing nucleoside triphosphate hydrolase
C52B9.11	IPR036390	Winged helix DNA-binding domain superfamily
C52B9.19	IPR000418	Ets domain
C52B9.19	IPR036388	Winged helix-like DNA-binding domain superfamily
C52B9.19	IPR036390	Winged helix DNA-binding domain superfamily
C52B9.19	IPR046328	ETS family
C52B9.1a	IPR011009	Protein kinase-like domain superfamily
C52B9.2	IPR000418	Ets domain
C52B9.2	IPR036388	Winged helix-like DNA-binding domain superfamily
C52B9.2	IPR036390	Winged helix DNA-binding domain superfamily
C52B9.2	IPR046328	ETS family
C52B9.3a	IPR029071	Ubiquitin-like domain superfamily
C52B9.3a	IPR032675	Leucine-rich repeat domain superfamily
C52B9.4	IPR008983	Tumour necrosis factor-like domain superfamily
C52B9.4	IPR009637	Transmembrane protein GPR107/GPR108-like
C52B9.5	IPR019426	7TM GPCR, serpentine receptor class v (Srv)
C52B9.6	IPR003092	Two pore domain potassium channel, TASK family
C52B9.6	IPR003280	Two pore domain potassium channel
C52B9.6	IPR013099	Potassium channel domain
C52B9.7a	IPR016715	Platelet-activating factor acetylhydrolase-like, eukaryote
C52B9.7a	IPR029058	Alpha/Beta hydrolase fold
C52B9.8	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
C52B9.9	IPR000873	AMP-dependent synthetase/ligase domain
C52B9.9	IPR020845	AMP-binding, conserved site
C52B9.9	IPR025110	AMP-binding enzyme, C-terminal domain
C52B9.9	IPR042099	ANL, N-terminal domain
C52B9.9	IPR045851	AMP-binding enzyme, C-terminal domain superfamily
C52D10.11	IPR002544	FMRFamide-related peptide-like
C52D10.12	IPR002550	CNNM, transmembrane domain
C52D10.12	IPR044751	Ion transporter-like, CBS domain
C52D10.12	IPR045095	Ancient conserved domain protein family
C52D10.12	IPR046342	CBS domain superfamily
C52D10.13	IPR002486	Nematode cuticle collagen, N-terminal
C52D10.13	IPR008160	Collagen triple helix repeat
C52D10.3b	IPR011935	Conserved hypothetical protein CHP02231
C52D10.3b	IPR025554	Domain of unknown function DUF4140
C52D10.3b	IPR037291	Domain of unknown function DUF4139
C52D10.6	IPR001232	S-phase kinase-associated protein 1-like
C52D10.6	IPR011333	SKP1/BTB/POZ domain superfamily
C52D10.6	IPR016072	SKP1 component, dimerisation
C52D10.6	IPR016073	SKP1 component, POZ domain
C52D10.6	IPR016897	S-phase kinase-associated protein 1
C52D10.6	IPR036296	SKP1-like, dimerisation domain superfamily
C52D10.7	IPR001232	S-phase kinase-associated protein 1-like
C52D10.7	IPR011333	SKP1/BTB/POZ domain superfamily
C52D10.7	IPR016072	SKP1 component, dimerisation
C52D10.7	IPR016073	SKP1 component, POZ domain
C52D10.7	IPR016897	S-phase kinase-associated protein 1
C52D10.7	IPR036296	SKP1-like, dimerisation domain superfamily
C52D10.8	IPR001232	S-phase kinase-associated protein 1-like
C52D10.8	IPR011333	SKP1/BTB/POZ domain superfamily
C52D10.8	IPR016072	SKP1 component, dimerisation
C52D10.8	IPR016073	SKP1 component, POZ domain
C52D10.8	IPR016897	S-phase kinase-associated protein 1
C52D10.8	IPR036296	SKP1-like, dimerisation domain superfamily
C52D10.9	IPR001232	S-phase kinase-associated protein 1-like
C52D10.9	IPR011333	SKP1/BTB/POZ domain superfamily
C52D10.9	IPR016072	SKP1 component, dimerisation
C52D10.9	IPR016073	SKP1 component, POZ domain
C52D10.9	IPR016897	S-phase kinase-associated protein 1
C52D10.9	IPR036296	SKP1-like, dimerisation domain superfamily
C52E12.1b	IPR001841	Zinc finger, RING-type
C52E12.1b	IPR013083	Zinc finger, RING/FYVE/PHD-type
C52E12.1b	IPR013087	Zinc finger C2H2-type
C52E12.1b	IPR017907	Zinc finger, RING-type, conserved site
C52E12.1b	IPR041888	ZN598/Hel2, RING finger
C52E12.1b	IPR044288	E3 ubiquitin-protein ligase ZNF598/Hel2
C52E12.2b	IPR000253	Forkhead-associated (FHA) domain
C52E12.2b	IPR001752	Kinesin motor domain
C52E12.2b	IPR001849	Pleckstrin homology domain
C52E12.2b	IPR008984	SMAD/FHA domain superfamily
C52E12.2b	IPR011993	PH-like domain superfamily
C52E12.2b	IPR019821	Kinesin motor domain, conserved site
C52E12.2b	IPR022140	Kinesin-like KIF1-type
C52E12.2b	IPR022164	Kinesin-like
C52E12.2b	IPR027417	P-loop containing nucleoside triphosphate hydrolase
C52E12.2b	IPR032405	Kinesin-associated
C52E12.2b	IPR036961	Kinesin motor domain superfamily
C52E12.3	IPR004853	Sugar phosphate transporter domain
C52E12.4	IPR001024	PLAT/LH2 domain
C52E12.4	IPR001194	cDENN domain
C52E12.4	IPR004012	RUN domain
C52E12.4	IPR005112	dDENN domain
C52E12.4	IPR005113	uDENN domain
C52E12.4	IPR036392	PLAT/LH2 domain superfamily
C52E12.4	IPR037213	RUN domain superfamily
C52E12.4	IPR037516	Tripartite DENN domain
C52E12.4	IPR043153	DENN domain, C-terminal lobe
C52E12.4	IPR047277	DENN domain-containing protein 5A/B, PLAT/LH2 domain
C52E12.4	IPR047278	DENN domain-containing protein 5A/B
C52E12.6	IPR013087	Zinc finger C2H2-type
C52E12.6	IPR036236	Zinc finger C2H2 superfamily
C52E2.1	IPR001810	F-box domain
C52E2.1	IPR012885	F-box associated domain, type 2
C52E2.3	IPR003326	TRA-1 regulated
C52E2.4	IPR002900	Domain of unknown function DUF38/FTH, Caenorhabditis species
C52E2.5	IPR001810	F-box domain
C52E2.5	IPR002900	Domain of unknown function DUF38/FTH, Caenorhabditis species
C52E2.5	IPR040161	F-box A protein FB224
C52E2.6	IPR012885	F-box associated domain, type 2
C52E2.7	IPR001810	F-box domain
C52E2.7	IPR012885	F-box associated domain, type 2
C52E4.1	IPR000169	Cysteine peptidase, cysteine active site
C52E4.1	IPR000668	Peptidase C1A, papain C-terminal
C52E4.1	IPR013128	Peptidase C1A
C52E4.1	IPR025660	Cysteine peptidase, histidine active site
C52E4.1	IPR025661	Cysteine peptidase, asparagine active site
C52E4.1	IPR038765	Papain-like cysteine peptidase superfamily
C52E4.2c	IPR001398	Macrophage migration inhibitory factor
C52E4.2c	IPR014347	Tautomerase/MIF superfamily
C52E4.2c	IPR019829	Macrophage migration inhibitory factor, conserved site
C52E4.3	IPR001163	Sm domain, eukaryotic/archaea-type
C52E4.3	IPR010920	LSM domain superfamily
C52E4.3	IPR027248	Small nuclear ribonucleoprotein Sm D2
C52E4.3	IPR047575	Sm domain
C52E4.4	IPR003593	AAA+ ATPase domain
C52E4.4	IPR003959	ATPase, AAA-type, core
C52E4.4	IPR003960	ATPase, AAA-type, conserved site
C52E4.4	IPR012340	Nucleic acid-binding, OB-fold
C52E4.4	IPR027417	P-loop containing nucleoside triphosphate hydrolase
C52E4.4	IPR041569	AAA ATPase, AAA+ lid domain
C52E4.4	IPR048723	26S proteasome regulatory subunit 7-like, OB domain
C52E4.5	IPR001382	Glycoside hydrolase family 47
C52E4.5	IPR012341	Six-hairpin glycosidase-like superfamily
C52E4.5	IPR036026	Seven-hairpin glycosidases
C52E4.6a	IPR006671	Cyclin, N-terminal
C52E4.6a	IPR013763	Cyclin-like domain
C52E4.6a	IPR036915	Cyclin-like superfamily
C52E4.6a	IPR043198	Cyclin/Cyclin-like subunit Ssn8
C52E4.7	IPR029033	Histidine phosphatase superfamily
C52G5.2	IPR012674	Calycin
C52G5.2	IPR014878	THAP4-like, heme-binding beta-barrel domain
C52G5.2	IPR045165	Nitrobindin family
C53A3.1	IPR001810	F-box domain
C53A3.2	IPR006349	2-phosphoglycolate phosphatase, eukaryotic
C53A3.2	IPR006357	HAD-superfamily hydrolase, subfamily IIA
C53A3.2	IPR023214	HAD superfamily
C53A3.2	IPR036412	HAD-like superfamily
C53A5.10	IPR019425	7TM GPCR, serpentine receptor class t (Srt)
C53A5.11	IPR006652	Kelch repeat type 1
C53A5.11	IPR011043	Galactose oxidase/kelch, beta-propeller
C53A5.11	IPR015915	Kelch-type beta propeller
C53A5.13a	IPR003961	Fibronectin type III
C53A5.13a	IPR013783	Immunoglobulin-like fold
C53A5.13a	IPR036116	Fibronectin type III superfamily
C53A5.16b	IPR043519	Nucleotidyltransferase superfamily
C53A5.17	IPR025792	tRNA (guanine(37)-N(1))-methyltransferase, eukaryotic
C53A5.17	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
C53A5.17	IPR030382	SAM-dependent methyltransferase TRM5/TYW2-type
C53A5.3	IPR000286	Histone deacetylase family
C53A5.3	IPR003084	Histone deacetylase
C53A5.3	IPR023696	Ureohydrolase domain superfamily
C53A5.3	IPR023801	Histone deacetylase domain
C53A5.3	IPR037138	Histone deacetylase domain superfamily
C53A5.4	IPR000719	Protein kinase domain
C53A5.4	IPR011009	Protein kinase-like domain superfamily
C53A5.4	IPR047916	Tau-tubulin kinase homolog Asator-like, catalytic domain
C53A5.5a	IPR004178	Calmodulin-binding domain
C53A5.5a	IPR013099	Potassium channel domain
C53A5.5a	IPR015449	Potassium channel, calcium-activated, SK
C53A5.5a	IPR036122	SK, calmodulin-binding domain superfamily
C53A5.6b	IPR001841	Zinc finger, RING-type
C53A5.6b	IPR006652	Kelch repeat type 1
C53A5.6b	IPR013083	Zinc finger, RING/FYVE/PHD-type
C53A5.6b	IPR015915	Kelch-type beta propeller
C53A5.8	IPR000609	7TM GPCR, serpentine receptor class g (Srg)
C53A5.9	IPR006652	Kelch repeat type 1
C53A5.9	IPR015915	Kelch-type beta propeller
C53B4.1	IPR005829	Sugar transporter, conserved site
C53B4.1	IPR011701	Major facilitator superfamily
C53B4.1	IPR020846	Major facilitator superfamily domain
C53B4.1	IPR036259	MFS transporter superfamily
C53B4.2	IPR008569	Protein of unknown function DUF851
C53B4.3	IPR001958	Tetracycline resistance protein TetA/multidrug resistance protein MdtG-like
C53B4.3	IPR011701	Major facilitator superfamily
C53B4.3	IPR020846	Major facilitator superfamily domain
C53B4.3	IPR036259	MFS transporter superfamily
C53B4.4k	IPR001478	PDZ domain
C53B4.4k	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain
C53B4.4k	IPR031468	Synaptotagmin-like mitochondrial-lipid-binding domain
C53B4.4k	IPR036034	PDZ superfamily
C53B4.4k	IPR039275	PDZ domain-containing protein 8
C53B4.4k	IPR041489	PDZ domain 6
C53B4.4k	IPR046349	C1-like domain superfamily
C53B4.5	IPR002486	Nematode cuticle collagen, N-terminal
C53B4.6a	IPR013657	SLC35B1-4/HUT1
C53B4.7b	IPR006368	GDP-mannose 4,6-dehydratase
C53B4.7b	IPR016040	NAD(P)-binding domain
C53B4.7b	IPR036291	NAD(P)-binding domain superfamily
C53B4.8	IPR006954	Moulting cycle MLT-10-like protein
C53B7.1	IPR003599	Immunoglobulin subtype
C53B7.1	IPR007110	Immunoglobulin-like domain
C53B7.1	IPR013151	Immunoglobulin
C53B7.1	IPR013783	Immunoglobulin-like fold
C53B7.1	IPR036179	Immunoglobulin-like domain superfamily
C53B7.2	IPR002919	Trypsin Inhibitor-like, cysteine rich domain
C53B7.2	IPR036084	Serine protease inhibitor-like superfamily
C53B7.4	IPR006808	ATP synthase, F0 complex, subunit G, mitochondrial
C53B7.5	IPR019428	7TM GPCR, serpentine receptor class r (Str)
C53B7.7	IPR000718	Peptidase M13
C53B7.7	IPR018497	Peptidase M13, C-terminal domain
C53B7.7	IPR024079	Metallopeptidase, catalytic domain superfamily
C53C11.1	IPR013761	Sterile alpha motif/pointed domain superfamily
C53C11.3	IPR000731	Sterol-sensing domain
C53C11.3	IPR003392	Protein patched/dispatched
C53C11.4	IPR008627	GETHR pentapeptide repeat
C53C7.1a	IPR000276	G protein-coupled receptor, rhodopsin-like
C53C7.1a	IPR000611	Neuropeptide Y receptor family
C53C7.1a	IPR017452	GPCR, rhodopsin-like, 7TM
C53C9.2	IPR000557	Calponin repeat
C53C9.3d	IPR003131	Potassium channel tetramerisation-type BTB domain
C53C9.3d	IPR003968	Potassium channel, voltage dependent, Kv
C53C9.3d	IPR003971	Potassium channel, voltage dependent, Kv9
C53C9.3d	IPR005821	Ion transport domain
C53C9.3d	IPR011333	SKP1/BTB/POZ domain superfamily
C53C9.3d	IPR027359	Voltage-dependent channel domain superfamily
C53D5.1a	IPR022049	FAM69, protein-kinase domain
C53D5.2	IPR011016	Zinc finger, RING-CH-type
C53D5.2	IPR013083	Zinc finger, RING/FYVE/PHD-type
C53D5.4a	IPR013087	Zinc finger C2H2-type
C53D5.4a	IPR036236	Zinc finger C2H2 superfamily
C53D5.5a	IPR000101	Gamma-glutamyltranspeptidase
C53D5.5a	IPR029055	Nucleophile aminohydrolases, N-terminal
C53D5.5a	IPR043137	Gamma-glutamyltranspeptidase, small subunit
C53D5.5a	IPR043138	Gamma-glutamyltranspeptidase, large subunit, C-terminal domain
C53D5.6	IPR000357	HEAT repeat
C53D5.6	IPR001494	Importin-beta, N-terminal domain
C53D5.6	IPR011989	Armadillo-like helical
C53D5.6	IPR016024	Armadillo-type fold
C53D5.6	IPR040122	Importin beta family
C53D5.6	IPR041389	Importin repeat 6
C53D5.6	IPR041653	Importin repeat 4
C53D6.2	IPR001839	Transforming growth factor-beta, C-terminal
C53D6.2	IPR015615	Transforming growth factor-beta-related
C53D6.2	IPR029034	Cystine-knot cytokine
C53D6.3	IPR006028	Gamma-aminobutyric acid A receptor/Glycine receptor alpha
C53D6.3	IPR006029	Neurotransmitter-gated ion-channel transmembrane domain
C53D6.3	IPR006201	Neurotransmitter-gated ion-channel
C53D6.3	IPR006202	Neurotransmitter-gated ion-channel ligand-binding domain
C53D6.3	IPR018000	Neurotransmitter-gated ion-channel, conserved site
C53D6.3	IPR036719	Neurotransmitter-gated ion-channel transmembrane domain superfamily
C53D6.3	IPR036734	Neurotransmitter-gated ion-channel ligand-binding domain superfamily
C53D6.3	IPR038050	Neuronal acetylcholine receptor
C53D6.4a	IPR013766	Thioredoxin domain
C53D6.4a	IPR036249	Thioredoxin-like superfamily
C53D6.4a	IPR042418	Thioredoxin domain-containing protein 15
C53D6.6	IPR008906	HAT, C-terminal dimerisation domain
C53D6.6	IPR012337	Ribonuclease H-like superfamily
C53D6.7	IPR001079	Galectin, carbohydrate recognition domain
C53D6.7	IPR013320	Concanavalin A-like lectin/glucanase domain superfamily
C53D6.7	IPR044156	Galectin-like
C53H9.1	IPR001141	Large ribosomal subunit protein eL27
C53H9.1	IPR005824	KOW
C53H9.1	IPR008991	Translation protein SH3-like domain superfamily
C53H9.1	IPR018262	Large ribosomal subunit protein eL27, conserved site
C53H9.1	IPR038655	Large ribosomal subunit protein eL27 superfamily
C53H9.1	IPR041991	Large ribosomal subunit protein eL27, KOW domain
C53H9.2a	IPR006073	GTP binding domain
C53H9.2a	IPR027417	P-loop containing nucleoside triphosphate hydrolase
C53H9.2a	IPR030378	Circularly permuted (CP)-type guanine nucleotide-binding (G) domain
C53H9.2a	IPR043358	Ras GTPase GNL1-like
C54A12.1	IPR000731	Sterol-sensing domain
C54A12.1	IPR003392	Protein patched/dispatched
C54A12.2b	IPR000276	G protein-coupled receptor, rhodopsin-like
C54A12.2b	IPR017452	GPCR, rhodopsin-like, 7TM
C54A12.4	IPR001806	Small GTPase
C54A12.4	IPR005225	Small GTP-binding protein domain
C54A12.4	IPR020849	Small GTPase, Ras-type
C54A12.4	IPR027417	P-loop containing nucleoside triphosphate hydrolase
C54C6.1	IPR001569	Large ribosomal subunit protein eL37
C54C6.1	IPR011331	Large ribosomal subunit protein eL37/eL43
C54C6.1	IPR011332	Zinc-binding ribosomal protein
C54C6.1	IPR018267	Large ribosomal subunit protein eL37, conserved site
C54C6.2	IPR000217	Tubulin
C54C6.2	IPR002453	Beta tubulin
C54C6.2	IPR003008	Tubulin/FtsZ, GTPase domain
C54C6.2	IPR008280	Tubulin/FtsZ, C-terminal
C54C6.2	IPR013838	Beta tubulin, autoregulation binding site
C54C6.2	IPR017975	Tubulin, conserved site
C54C6.2	IPR018316	Tubulin/FtsZ, 2-layer sandwich domain
C54C6.2	IPR023123	Tubulin, C-terminal
C54C6.2	IPR036525	Tubulin/FtsZ, GTPase domain superfamily
C54C6.2	IPR037103	Tubulin/FtsZ-like, C-terminal domain
C54C6.4a	IPR004151	7TM GPCR, serpentine receptor class e (Sre)
C54C6.6	IPR007714	CFA20 domain
C54C6.6	IPR040441	Cilia- and flagella-associated protein 20/CFAP20DC
C54C8.1	IPR000536	Nuclear hormone receptor, ligand-binding domain
C54C8.1	IPR001628	Zinc finger, nuclear hormone receptor-type
C54C8.1	IPR013088	Zinc finger, NHR/GATA-type
C54C8.1	IPR035500	Nuclear hormone receptor-like domain superfamily
C54C8.11a	IPR003406	Glycosyl transferase, family 14
C54C8.3	IPR002659	Glycosyl transferase, family 31
C54C8.4	IPR004988	Protein of unknown function DUF273
C54C8.4	IPR029044	Nucleotide-diphospho-sugar transferases
C54C8.5	IPR005027	Glycosyl transferase, family 43
C54C8.5	IPR029044	Nucleotide-diphospho-sugar transferases
C54C8.6	IPR017853	Glycoside hydrolase superfamily
C54C8.7	IPR000859	CUB domain
C54C8.7	IPR001304	C-type lectin-like
C54C8.7	IPR016186	C-type lectin-like/link domain superfamily
C54C8.7	IPR016187	C-type lectin fold
C54C8.7	IPR035914	Spermadhesin, CUB domain superfamily
C54D1.1	IPR003439	ABC transporter-like, ATP-binding domain
C54D1.1	IPR003593	AAA+ ATPase domain
C54D1.1	IPR011527	ABC transporter type 1, transmembrane domain
C54D1.1	IPR017871	ABC transporter-like, conserved site
C54D1.1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
C54D1.1	IPR036640	ABC transporter type 1, transmembrane domain superfamily
C54D1.1	IPR039421	Type 1 protein exporter
C54D1.2	IPR001304	C-type lectin-like
C54D1.2	IPR016186	C-type lectin-like/link domain superfamily
C54D1.2	IPR016187	C-type lectin fold
C54D1.3e	IPR011993	PH-like domain superfamily
C54D1.4	IPR015590	Aldehyde dehydrogenase domain
C54D1.4	IPR016160	Aldehyde dehydrogenase, cysteine active site
C54D1.4	IPR016161	Aldehyde/histidinol dehydrogenase
C54D1.4	IPR016162	Aldehyde dehydrogenase, N-terminal
C54D1.4	IPR016163	Aldehyde dehydrogenase, C-terminal
C54D1.4	IPR029510	Aldehyde dehydrogenase, glutamic acid active site
C54D1.5	IPR000034	Laminin IV
C54D1.5	IPR000742	EGF-like domain
C54D1.5	IPR002049	Laminin-type EGF domain
C54D1.5	IPR008211	Laminin, N-terminal
C54D1.6	IPR000225	Armadillo
C54D1.6	IPR011989	Armadillo-like helical
C54D1.6	IPR013284	Beta-catenin
C54D1.6	IPR016024	Armadillo-type fold
C54D10.1	IPR012336	Thioredoxin-like fold
C54D10.1	IPR026928	FAX/IsoI-like
C54D10.1	IPR033468	Metaxin, glutathione S-transferase domain
C54D10.1	IPR036249	Thioredoxin-like superfamily
C54D10.1	IPR036282	Glutathione S-transferase, C-terminal domain superfamily
C54D10.1	IPR040079	Glutathione transferase family
C54D10.10	IPR002223	Pancreatic trypsin inhibitor Kunitz domain
C54D10.10	IPR036880	Pancreatic trypsin inhibitor Kunitz domain superfamily
C54D10.13	IPR045860	Snake toxin-like superfamily
C54D10.14a	IPR026708	Centrosome and spindle pole associated protein 1
C54D10.2	IPR012336	Thioredoxin-like fold
C54D10.2	IPR026928	FAX/IsoI-like
C54D10.2	IPR033468	Metaxin, glutathione S-transferase domain
C54D10.2	IPR036249	Thioredoxin-like superfamily
C54D10.2	IPR036282	Glutathione S-transferase, C-terminal domain superfamily
C54D10.2	IPR040079	Glutathione transferase family
C54D10.3	IPR003582	ShKT domain
C54D10.4	IPR008952	Tetraspanin, EC2 domain superfamily
C54D10.4	IPR018499	Tetraspanin/Peripherin
C54D10.5	IPR017452	GPCR, rhodopsin-like, 7TM
C54D10.6	IPR019422	7TM GPCR, serpentine receptor class h (Srh)
C54D2.1a	IPR006149	EB domain
